Test Accuracy: 0.2912
Total samples: 4502
Correct predictions: 1311

Model Configuration:
  Embedding size: 128
  Hidden size: 256
  Encoder layers: 3
  Decoder layers: 3
  Cell type: lstm
  Beam size: 5

source,prediction,target,correct
select,सेलेक्ट,सलेक्ट,False
saltanat,सलततनतत,सल्तनत,False
saltnat,सल्तनत,सल्तनत,True
savaal,सवाल,सवाल,True
saval,सवाल,सवाल,True
sawaal,सवाल,सवाल,True
sawal,सवाल,सवाल,True
sahakalaakar,सहकालकार,सहकलाकार,False
sahakalakar,सहकालकार,सहकलाकार,False
sahkalakar,सहकालकार,सहकलाकार,False
sahadev,सहादेव,सहदेव,False
sahdev,सहदेव,सहदेव,True
sahrawat,सहरवात,सहरावत,False
sherawat,शेरवात,सहरावत,False
sahooliyata,सहूलियता,सहूलियत,False
sahuliyat,सहुलियात,सहूलियत,False
sahuuliyata,सहुुलियता,सहूलियत,False
saanketika,सांकेतिका,सांकेतिक,False
sanketik,संकेतिक,सांकेतिक,False
saimans,सैमांस,साइमंस,False
simmons,सिममों,साइमंस,False
symons,सियों,साइमंस,False
saima,सैमा,साइमा,False
sagarika,सगरीका,सागरिका,False
sagrika,सग्रिका,सागरिका,False
saga,सगा,सागा,False
saajan,साजन,साजन,True
sajan,सजान,साजन,False
saajsajja,साजसजजजा,साजसज्जा,False
sajsajja,सजसजजजा,साजसज्जा,False
saja,सजा,साजा,False
saathsaath,साथसाठ,साथसाथ,False
sathsath,सथसाठ,साथसाथ,False
sathiya,सथिया,साथिया,False
saabah,साबाह,साबाह,True
sabah,सबाह,साबाह,False
samanjasy,समंंजस्य,सामंजस्य,False
samanjasya,समंजास्य,सामंजस्य,False
samoa,समोा,सामोआ,False
samoaa,समोा,सामोआ,False
saayn,सायं,सायं,True
sayan,सायन,सायं,False
saym,सायम,सायं,False
saira,सैरा,सायरा,False
sayara,सयारा,सायरा,False
sayra,सायरा,सायरा,True
salve,सलवे,साल्वे,False
sahab,सहाब,साहब,False
singapore,सिंगपोर,सिंगापुर,False
singaar,सिंगार,सिंगार,True
singar,सिंगर,सिंगार,False
singer,सिंगर,सिंगार,False
singhaadey,सिंघादे,सिंघाड़े,False
singhade,सिंघड़े,सिंघाड़े,False
singhde,सिंघडे,सिंघाड़े,False
singhre,सिंघरे,सिंघाड़े,False
singhi,सिंघी,सिंघी,True
singha,सिंघा,सिंहा,False
sinha,सिनहा,सिंहा,False
siera,सीरा,सिएरा,False
sierra,सिर्रा,सिएरा,False
sikud,सिकुद,सिकुड़,False
signals,सिग्नल्स,सिगनल्स,False
cigaretton,सिगरेटटों,सिगरेटों,False
cigretton,सिग्रेटटों,सिगरेटों,False
siddhivat,सिद्धिवात,सिद्धवट,False
siddhvat,सिद्ध्वत,सिद्धवट,False
siddhwat,सिद्ध्वत,सिद्धवट,False
sinabang,सिनाबंग,सिनाबंग,True
synapse,स्यनापस,सिनेप्स,False
sipah,सिपाह,सिपाह,True
sipaha,सिपाहा,सिपाह,False
sipahiyon,सिपाहियों,सिपाहियों,True
sipahi,सिपाही,सिपाही,True
sim,सिम,सिम,True
simat,सिमत,सिमट,False
simatataa,सिमततता,सिमटता,False
simatta,सिमतता,सिमटता,False
simtata,सिमतता,सिमटता,False
simtataa,सिमतता,सिमटता,False
cement,सेमेंट,सिमटे,False
simate,सिमते,सिमटे,False
simi,सिमी,सिमी,True
simmy,सिममी,सिमी,False
sims,सिमस,सिम्स,False
siyasi,सियासी,सियासी,True
siyah,सिया,सियाह,False
siyaha,सियाहा,सियाह,False
sirpur,सिरपुर,सिरपुर,True
sivan,सिवान,सिवान,True
siwan,सिवान,सिवान,True
sisva,सिस्वा,सिसवा,False
siswa,सिस्वा,सिसवा,False
cil,सील,सीआईएल,False
csi,सीसी,सीएसआई,False
sikar,सिकार,सीकर,False
seaten,सीतें,सीटें,False
sitaram,सितररम,सीताराम,False
sitaharan,सिताहरण,सीताहरण,False
cpm,सीप,सीपीएम,False
cps,सीस,सीपीएस,False
cbse,स्सस,सीबीएसई,False
seem,सीम,सीम,True
sim,सिम,सीम,False
sealed,सीलेड,सील्ड,False
shield,शिल्ड,सील्ड,False
ccd,सीसी,सीसीडी,False
sugamata,सुगमता,सुगमता,True
sugmta,सुगमता,सुगमता,True
sujan,सुजन,सुजेन,False
sujen,सुजें,सुजेन,False
suken,सुकें,सुजेन,False
sujain,सुजाएं,सुजैन,False
sujhaati,सुझाती,सुझाती,True
sujhati,सुझतती,सुझाती,False
sutali,सुताली,सुतली,False
sutli,सुटली,सुतली,False
suta,सूता,सुता,False
sdueep,स्दूपप,सुदीप,False
sudip,सुदीप,सुदीप,True
sudhaargrah,सुधार्र्र,सुधारगृह,False
sudhargrih,सुधरर्री,सुधारगृह,False
sudhargruh,सुधर्ग्र,सुधारगृह,False
sunaaron,सुनारों,सुनारों,True
sunaron,सुनरों,सुनारों,False
sunaseer,सुनसीर,सुनासीर,False
sunasir,सुनसीर,सुनासीर,False
suneeti,सुनीती,सुनीति,False
suniti,सुनीती,सुनीति,False
sunega,सुनेगा,सुनेगा,True
suneyga,सुनेयगा,सुनेगा,False
superhit,सुपेरित,सुपरहिट,False
supachy,सुपची,सुपाच्य,False
supachya,सुपच्य,सुपाच्य,False
supachye,सुपच्य,सुपाच्य,False
subhaay,सुभाय,सुभाय,True
subhay,सुभाय,सुभाय,True
surveen,सूर्वीन,सुरवीन,False
survin,सूर्विन,सुरवीन,False
surana,सूरना,सुराणा,False
sulkhan,सुलखन,सुलखान,False
suljaayi,सुलजायी,सुलझाई,False
suljayi,सुलजायी,सुलझाई,False
suljhai,सुलझाई,सुलझाई,True
sulzai,सुलजाई,सुलझाई,False
sultana,सुलताना,सुलताना,True
sulaati,सुलाती,सुलाती,True
sulati,सुलतती,सुलाती,False
susanskrit,सुसंस्कृत,सुसंस्कृत,True
susanskrut,सुसंस्कृत,सुसंस्कृत,True
suhagin,सुहगगी,सुहागिन,False
soond,सूंड,सूंड़,False
sund,संंड,सूंड़,False
suiyan,सुइयां,सूइयां,False
sukhati,सुखतती,सूखती,False
